Filename,Person,Organization
842974_E01238.pdf,Kang,Powerlong Real Estate Development Co.
842974_E01238.pdf,Shih,Holdings Limited
842974_E01238.pdf,DIRECTORS,"Shanghai Yueshang Information Technology Co., Ltd."
842974_E01238.pdf,GroupQuanzhou,"Mileage Real Estate Co., Ltd."
842974_E01238.pdf,Hoi,the Board of Directors
842974_E01238.pdf,TOD Fengyong New,Powerlong Land
842974_E01238.pdf,Sze Ni Cecilia,SFO
842974_E01238.pdf,Powerlong,the Group for the year ended 31 December 2024
842974_E01238.pdf,Hong,the Nomination Committee
842974_E01238.pdf,Hoi Kin HongChairman31 March,Holdings Limited
842974_E01238.pdf,Liu,2024)The Nomination Committee
842974_E01238.pdf,Powerlong,Family Limited
842974_E01238.pdf,9909.HK,Powerlong Commercial Management Holdings Limited
842974_E01238.pdf,Powerlong,Powerlong Commercial Management Holdings Limited
842974_E01238.pdf,Ngai,Financial and Regulatory Affairs Sub-Committee
842974_E01238.pdf,Hoi Wa Fong,Group
842974_E01238.pdf,RESERVESMerger reserveCurrencyexchangerevaluationreservesStatutoryreservesShare-basedcompensationreservesRevaluation,Powerlong Real Estate Holdings
842974_E01238.pdf,Hoi Kin HongThe,Sky Infinity Holdings Limited
842974_E01238.pdf,December20242023RMB’000RMB’000Loss,Holdings Limited
842974_E01238.pdf,Hoi,"Group Development Co., Ltd."
842974_E01238.pdf,Ding Zu Yu,LimitedDirectors
842974_E01238.pdf,DIRECTORS,SFO
842974_E01238.pdf,"Hoi21,37621,37621,37621,376––Unsecured",Group
842974_E01238.pdf,Qun Feng,the Association of International Accountants
842974_E01238.pdf,Wa Fong,Company
842974_E01238.pdf,"assets14,520,611Total assets214,805,819Segment",CONSOLIDATED FINANCIAL STATEMENTS5
842974_E01238.pdf,Cap,Infinity Family Limited
842974_E01238.pdf,Pan’an Jinhua,Sheraton
842974_E01238.pdf,Powerlong,HSBC
842974_E01238.pdf,Shaoxing Shangyu,Cao’e Scenic Area Project
842974_E01238.pdf,Ding Zu Yu,Group
842974_E01238.pdf,Fenghua Powerlong Huahe,the PRC鹽城御龍置業有限公司Yancheng Yulong Property Development Co.
842974_E01238.pdf,Ngai,Business Administration
842974_E01238.pdf,Skylong,Skylong Holdings Limited
842974_E01238.pdf,Powerlong Tower,Shareholders
842974_E01238.pdf,Chen,ChinaRadisson Blu ShanghaiPudong JinqiaoOpening Date
842974_E01238.pdf,Qiaokou Project,GFA
842974_E01238.pdf,December20242023RMB’000RMB’000Loss,"sale13,394,0995,689,711Restricted"
842974_E01238.pdf,OVERVIEWProperty DevelopmentAs,BUSINESS08Powerlong Real Estate Holdings
842974_E01238.pdf,Ding,Limited
842974_E01238.pdf,Powerlong,directorsThe
842974_E01238.pdf,Hoi Kin,Family Limited
842974_E01238.pdf,SHEET31 December20242023NotesRMB’000RMB’000LIABILITIESNon-,Powerlong Real Estate Holdings Limited
842974_E01238.pdf,Wai Yan,SH
842974_E01238.pdf,DIRECTORS,HSBC
842974_E01238.pdf,Hong,Governance Committee
842974_E01238.pdf,Skylong,the Skylong Trust
842974_E01238.pdf,Wong Lai Chan,CompanyThe
842974_E01238.pdf,Jun,Elite Partners
842974_E01238.pdf,Wa Fan,"Powerlong Group Development Co., Ltd."
842974_E01238.pdf,Kang,Real Estate Holdings Limited
842974_E01238.pdf,中國房地產百強企業家,China Celebrities Achievement Award
842974_E01238.pdf,December2023ValuationtechniquesUnobservableinputsRange,THE CONSOLIDATED FINANCIAL STATEMENTS7 INVESTMENT PROPERTIES
842974_E01238.pdf,Powerlong Tower,the Company for the year
842974_E01238.pdf,"RMB740,762,000",THE CONSOLIDATED FINANCIAL
842974_E01238.pdf,Powerlong,"HK) Trading Co., Ltd"
842974_E01238.pdf,Powerlong,CONSOLIDATED FINANCIAL STATEMENTS5
842974_E01238.pdf,ofunobservable inputsto,Limited
842974_E01238.pdf,Powerlong,"the GroupShanghai Taoxia Enterprise Management Co., Ltd."
842974_E01238.pdf,Shih Sze Ni,Company
842974_E01238.pdf,Hoi,the China Real Estate Top 10
842974_E01238.pdf,DIRECTORS,directorsThe
842974_E01238.pdf,Xin Fu Zhong Road,Real Estate Holdings Limited
842974_E01238.pdf,Powerlong,Land Lot Shuoyuan
842974_E01238.pdf,Wa Fan,Company
842974_E01238.pdf,Xiao Lan,Powerlong Real Estate Holdings Limited
842974_E01238.pdf,Mei,Limited
842974_E01238.pdf,Powerlong,the Consolidated Financial Statements 78Five-year
842974_E01238.pdf,Shih Sze Ni,Board
842974_E01238.pdf,Gaoxin Powerlong Plaza,Limited
842974_E01238.pdf,Powerlong,the Sky Infinity Trust
842974_E01238.pdf,Liu Xiao Lan,Real Estate Holdings Limited
842974_E01238.pdf,Hoi Kin,directorsThe
842974_E01238.pdf,Powerlong,treasury
842974_E01238.pdf,Wa Fan,Board
842974_E01238.pdf,Hoi,China Real Estate Chamber of Commerce
842974_E01238.pdf,"Youngor Baolong Real Estate Co., Ltd.",Group
842974_E01238.pdf,Hong,the Board of Directors
842974_E01238.pdf,TOD Fengyong New,Real Estate Holdings Limited
842974_E01238.pdf,Qiaokou Project,Powerlong Real Estate Holdings
842974_E01238.pdf,Cai Guo Liang,Company
842974_E01238.pdf,Hoi Wa Fong,the Board
842974_E01238.pdf,previouslyheld,THE CONSOLIDATED FINANCIAL STATEMENTS6
842974_E01238.pdf,Powerlong Land,Powerlong Real Estate Holdings Limited
842974_E01238.pdf,Hai,THE CONSOLIDATED FINANCIAL
842974_E01238.pdf,Cap,Sky Infinity Holdings Limited
842974_E01238.pdf,YIXING POWERLONG,SH
842974_E01238.pdf,DISSEMINATION,Group
842974_E01238.pdf,Hong,"Group Development Co., Ltd."
842974_E01238.pdf,Fenghua Powerlong Huaxiang,the PRC上海寶龍芳駿房地產開發有限公司Shanghai Powerlong Fangjun Real Estate Development Co.
842974_E01238.pdf,POWERLONG,Real Estate Holdings Limited
842974_E01238.pdf,"RMB4,943,622,000",Group
842974_E01238.pdf,Jun,"The Bank of East Asia, Limited"
842974_E01238.pdf,HKAS 21Lack,Contribution of Assets
842974_E01238.pdf,Powerlong CM,the Main Board of the Stock Exchange
842974_E01238.pdf,Powerlong,the Board of Directors
842974_E01238.pdf,Hoi Wa Fong,Sky Infinity Family Limited
842974_E01238.pdf,Hoi Kin HongThe,Group
842974_E01238.pdf,1329.HK,TravelSky Technology Limited
842974_E01238.pdf,Ding Zu,Limited
842974_E01238.pdf,Eligible,the Board
842974_E01238.pdf,Powerlong,Xiamen University
842974_E01238.pdf,Hoi Wa Fan,"Group Development Co., Ltd."
842974_E01238.pdf,Fujian Ping,Management
842974_E01238.pdf,Wa Fan,"HK) Trading Co., Ltd."
842974_E01238.pdf,Hoi Kin Hong,Sky Infinity Holdings Limited
842974_E01238.pdf,DIRECTORS,Bank of China
842974_E01238.pdf,Cap,Perpetual Capital
842974_E01238.pdf,Wenchuanggang Project,GFA
842974_E01238.pdf,Hong,the “Stock Exchange
842974_E01238.pdf,Ding,Holdings Limited
842974_E01238.pdf,Chen,Jiayu Property Development Co.
842974_E01238.pdf,Hong Feng,the Board
842974_E01238.pdf,Jun,operations珠海寶龍置業有限公司Zhuhai Powerlong Property Development Co.
842974_E01238.pdf,DIRECTORS,Related Party Transactions
842974_E01238.pdf,Hoi Wa Fong,the Main Board of the Stock Exchange
842974_E01238.pdf,Eligible,the Eligible Shareholders
842974_E01238.pdf,Jun,Powerlong Property Development Co.
842974_E01238.pdf,Powerlong Land,Group
842974_E01238.pdf,SHEET31 December20242023202220212020RMB’000RMB’000RMB’000RMB’000RMB’000AssetsNon-current,"liabilities192,016,874214,805,819233,750,678245,056,453195,131,513"
842974_E01238.pdf,Chen,ChinaARTELS+
842974_E01238.pdf,Zhang,"Real Estate Development Co., Ltd."
842974_E01238.pdf,Yiu Wah,Powerlong Real Estate Holdings Limited
842974_E01238.pdf,Powerlong,ANALYSISBUSINESS REVIEWFor
842974_E01238.pdf,Powerlong,the Group for
842974_E01238.pdf,Hoi Wa,SFO
842974_E01238.pdf,Hai,IslandsLan
842974_E01238.pdf,Wai Yan,Vistra Corporate Services
842974_E01238.pdf,"Note)352,990As",the Board of Directors
842974_E01238.pdf,Yiu Wah,Powerlong Real Estate Holdings LimitedCONSOLIDATED
842974_E01238.pdf,Xiao Lan,the Audit Committee
842974_E01238.pdf,ofunobservable inputsto,Holdings Limited
842974_E01238.pdf,Hoi Kin,the Board of Directors
842974_E01238.pdf,Beiwei Powerlong Plaza,Powerlong Land
842974_E01238.pdf,Kang,Limited
842974_E01238.pdf,Kang,ACCA
842974_E01238.pdf,Skylong,"corporation597,568,00014.43%Sky Infinity Holdings Limited"
842974_E01238.pdf,"RMB740,762,000",Powerlong Real Estate Holdings Limited
842974_E01238.pdf,Hoi,Real Estate Holdings Limited
842974_E01238.pdf,Kang,Zhenro Services Group Limited
842974_E01238.pdf,Xiao Lan,The Remuneration Committee
842974_E01238.pdf,Cap,Powerlong Real Estate Holdings LimitedCONSOLIDATED
842974_E01238.pdf,HKFRS,HKFRS Accounting Standard
842974_E01238.pdf,Hong,Powerlong Land
842974_E01238.pdf,Liu,Tianfu Institute of Building Economy
842974_E01238.pdf,Powerlong Fumin,Powerlong Property Development Co.
842974_E01238.pdf,Powerlong,the East China Normal University
842974_E01238.pdf,Gaoxin Powerlong Plaza,Holdings Limited
842974_E01238.pdf,Kang,Powerlong Kangjun Property Development Co.
842974_E01238.pdf,Hechuan Powerlong Plaza,Powerlong Real Estate Holdings Limited
842974_E01238.pdf,Powerlong Yingju,"Real Estate Co., Ltd."
842974_E01238.pdf,Gaochun Powerlong Plaza,南京鳳匯項目二期)Commercial/residential
842974_E01238.pdf,Hong,LimitedChina Construction Bank
842974_E01238.pdf,Powerlong Yingju Real Estate Co.,"Real Estate Co., Ltd."
842974_E01238.pdf,Mei Jian Ping,Company
842974_E01238.pdf,Hoi Kin Hong,Powerlong Real Estate Holdings LimitedCONSOLIDATED
842974_E01238.pdf,to:•,the Audit Committee
842974_E01238.pdf,Xiao Lan,Audit Committee
842974_E01238.pdf,Powerlong,Powerlong Real Estate Holdings Limited55CORPORATE GOVERNANCE REPORTThe Company
842974_E01238.pdf,Qiaokou Project,Limited
842974_E01238.pdf,Gaoxin Powerlong City,Guangdong ProvinceZhongshan Qijiang Project
842974_E01238.pdf,Powerlong Tower,Company
842974_E01238.pdf,Powerlong,Sky Infinity
842974_E01238.pdf,Powerlong,Powerlong Land
842974_E01238.pdf,Hong,KTC Partners
842974_E01238.pdf,Mei Jian,Company
842974_E01238.pdf,"liabilities46,338,9482,491,9152,581,5345,772,116(7,105,163)50,079,350Other liabilities92,538,845Total",Investments
842974_E01238.pdf,"net5,333,8464,007,038Share",Real Estate Holdings Limited
842974_E01238.pdf,Hai,Powerlong Real Estate Holdings Limited
842974_E01238.pdf,Powerlong Land,"Hong Kong紹興聚嶸置業有限公司Shaoxing Jurong Property Development Co., Ltd."
842974_E01238.pdf,RESERVESMerger reserveCurrencyexchangerevaluationreservesStatutoryreservesShare-basedcompensationreservesRevaluation,THE CONSOLIDATED FINANCIAL
842974_E01238.pdf,Cap,Group
842974_E01238.pdf,Powerlong Land,MunicipalityShanghai
842974_E01238.pdf,Ding,SCE Intelligent Commercial Management Holdings Limited
842974_E01238.pdf,OVERVIEWProperty DevelopmentAs,Powerlong Real Estate Holdings Limited
842974_E01238.pdf,Tower1399,Finance
842974_E01238.pdf,Hoi Kin Hong,TMF
842974_E01238.pdf,DIRECTORSSUBSTANTIAL,Company
842974_E01238.pdf,Yunfu,GFA
842974_E01238.pdf,Hong,the Securities and Futures Ordinance
842974_E01238.pdf,Powerlong,"corporation597,568,00014.43%Sky Infinity Holdings Limited"
842974_E01238.pdf,Hai,"the GroupShanghai Mijie Property Management Co., Ltd."
842974_E01238.pdf,POWERLONG,Limited
842974_E01238.pdf,HANGZHOUZHEJIANG,ChinaARTELS+
842974_E01238.pdf,Hoi Wa FongPowerlong,Sky Infinity
842974_E01238.pdf,Hoi Kin Hong,Hong Kong
842974_E01238.pdf,Hoi,"December 2023Powerlong Group Development Co., Ltd."
842974_E01238.pdf,GAINS/(LOSSES,Powerlong Real Estate Holdings
842974_E01238.pdf,Powerlong,Powerlong Real Estate Development Co.
842974_E01238.pdf,CODM,Powerlong Real Estate Holdings
842974_E01238.pdf,Skylong,Powerlong Real Estate Holdings
842974_E01238.pdf,Leung,University of South Australia
842974_E01238.pdf,Fenghua Powerlong Huahe,Property Development Co.
842974_E01238.pdf,Hoi Kin,Sky Infinity
842974_E01238.pdf,Hoi Kin Hong,Group
842974_E01238.pdf,Hong,The Bank of East Asia Limited
842974_E01238.pdf,to:•,Audit Committee
842974_E01238.pdf,Hoi Wa,Skylong Holdings Limited
842974_E01238.pdf,to:•,the Board
842974_E01238.pdf,DIRECTORS,"corporation597,568,00014.43%Sky Infinity Holdings Limited"
842974_E01238.pdf,Leung,Real Estate Holdings Limited
842974_E01238.pdf,Wai Fung,Real Estate Holdings Limited
842974_E01238.pdf,Hai Di,Real Estate Holdings Limited
842974_E01238.pdf,December20242023RMB’000RMB’000Guarantees,Real Estate Holdings Limited
842974_E01238.pdf,HKFRS,Trade
842974_E01238.pdf,"assets14,520,611Total assets214,805,819Segment",Real Estate Holdings Limited
842974_E01238.pdf,Wa Fong,Prospectus
842974_E01238.pdf,Hong,University of South Australia
842974_E01238.pdf,Puyan Jiedao,HOI WA
842974_E01238.pdf,Cap,"follows:31 December20242023RMB’000RMB’000Segment assets178,190,217200,285,208Other"
842974_E01238.pdf,Kang,Holdings Limited
842974_E01238.pdf,Powerlong,"subsidiaries6,306,8636,306,863Amounts"
842974_E01238.pdf,Jiangning Jinmaoyue,Province/municipalityProjectTypeTotal GFA Properties
842974_E01238.pdf,Yunshang Jiayuan,Province/municipalityProjectTypeTotal GFA Properties
842974_E01238.pdf,Hong,Real Estate Holdings Limited
842974_E01238.pdf,Hong,Hong Kong Standard on Review Engagements
842974_E01238.pdf,Hong,HKFRS
842974_E01238.pdf,Hong,Hong Kong洪誠企業管理（香港）有限公司Hongcheng Enterprise Management
842974_E01238.pdf,Hong,GroupQuanzhou
842974_E01238.pdf,CODM,THE CONSOLIDATED FINANCIAL STATEMENTS2 BASIS
842974_E01238.pdf,Lee Garden One,Hong Kong
842974_E01238.pdf,POWERLONG CMPowerlong,the Main Board
842974_E01238.pdf,Hong,the Chartered Institute of Arbitrators
842974_E01238.pdf,Powerlong,The Bank of East Asia Limited
842974_E01238.pdf,Ding,nomination committee
842974_E01238.pdf,Liu,Management
842974_E01238.pdf,Gaochun Powerlong Plaza,Real Estate Holdings Limited
842974_E01238.pdf,Xiao,Remuneration Committee
842974_E01238.pdf,Ngai,TravelSky Technology Limited
842974_E01238.pdf,Wa Fong,Skylong Holdings Limited
842974_E01238.pdf,Wong Lai Chan,Sky Infinity Holdings Limited
842974_E01238.pdf,"RMB740,762,000",THE CONSOLIDATED FINANCIAL STATEMENTS7 INVESTMENT PROPERTIES
842974_E01238.pdf,Gaoxin Powerlong City,Bay Tianpo
842974_E01238.pdf,Hoi Wa Fan,Real Estate Holdings Limited
842974_E01238.pdf,Yunfu,Powerlong Real Estate Holdings
842974_E01238.pdf,NoteTaizhou JiaojiangPowerlong CityOpening,NoteHangzhou
842974_E01238.pdf,中國商業地產傑出領袖人物,China Celebrities Achievement Award
842974_E01238.pdf,Chen,GFA
842974_E01238.pdf,Hoi,interestsTotal
842974_E01238.pdf,million).(Note,Company
842974_E01238.pdf,Powerlong,Shanghai YueshangOn
842974_E01238.pdf,PRC39,Powerlong Property Development Co.
842974_E01238.pdf,Jun,Tianfu Institute of Building Economy
842974_E01238.pdf,December20242023NoteRMB’000RMB’000Cash,Powerlong Real Estate Holdings
842974_E01238.pdf,Powerlong,"Commercial367,7743,2008,701Residential1,451,41717,34311,949"
842974_E01238.pdf,Wa Fong,"Group Development Co., Ltd."
842974_E01238.pdf,"Note)352,990As","subsidiaries6,306,8636,306,863Amounts"
842974_E01238.pdf,Hoi Kin HongHoi Wa FongDirectorDirector,SH
842974_E01238.pdf,Powerlong,Real Estate Holdings Limited
842974_E01238.pdf,DIRECTORS,Hong Kong Institute of Certified Public Accountants
842974_E01238.pdf,Powerlong,HKFRS
842974_E01238.pdf,Hoi Kin,"subsidiaries6,306,8636,306,863Amounts"
842974_E01238.pdf,Qiaokou Project,Holdings Limited
842974_E01238.pdf,locationGFA,"Commercial367,7743,2008,701Residential1,451,41717,34311,949"
842974_E01238.pdf,Liu Xiao Lan,Remuneration Committee
842974_E01238.pdf,Powerlong,GroupQuanzhou
842974_E01238.pdf,Powerlong,Powerlong Amusement Management Company Limited
842974_E01238.pdf,Powerlong,ChinaJUNTELS Binjiang HangzhouOpening
842974_E01238.pdf,Sze Ni Cecilia,Powerlong Real Estate Holdings
842974_E01238.pdf,Wenchuanggang Project,Limited
842974_E01238.pdf,Hong,the Hong Kong Securities and Investment Institute
842974_E01238.pdf,locationGFA,Real Estate Holdings Limited
842974_E01238.pdf,CODM,assets2
842974_E01238.pdf,Liu,The Nomination Committee
842974_E01238.pdf,Fenghua Powerlong Huaxiang,Xuxin Enterprise Management Co.
842974_E01238.pdf,Powerlong,Controlling ShareholderQingdao Powerlong Amusement Management Company Limited
842974_E01238.pdf,Powerlong,"companyRMB1,000,00071%29%Property"
842974_E01238.pdf,Powerlong,"corporation1,825,071,00044.08%Skylong Holdings Limited"
842974_E01238.pdf,Ngai,Company
842974_E01238.pdf,DIRECTORS,Powerlong Real Estate Holdings
842974_E01238.pdf,DIRECTORS,Powerlong Real Estate Holdings Limited39DIRECTORS
842974_E01238.pdf,Powerlong,AUDITOR
842974_E01238.pdf,"assets14,520,611Total assets214,805,819Segment","loss9,373117,889Total"
842974_E01238.pdf,Liu,Powerlong Real Estate Holdings
842974_E01238.pdf,POWERLONG,Holdings Limited
842974_E01238.pdf,RESERVESMerger reserveCurrencyexchangerevaluationreservesStatutoryreservesShare-basedcompensationreservesRevaluation,Powerlong Real Estate Holdings Limited
842974_E01238.pdf,Cap,Sky Infinity Family Limited
842974_E01238.pdf,Hong,"December 2023Powerlong Group Development Co., Ltd."
842974_E01238.pdf,"Note)352,990As",Real Estate Holdings Limited
842974_E01238.pdf,Ngai,Board
842974_E01238.pdf,Hong,Hong Kong Institute of Directors
842974_E01238.pdf,Hoi Kin Hong,Shareholders
842974_E01238.pdf,Hoi Kin,Real Estate Holdings Limited
842974_E01238.pdf,Wa Fong,the Fujian Youth Federation
842974_E01238.pdf,Wa Fan,"Group Development Co., Ltd."
842974_E01238.pdf,Powerlong,"Huayi Real Estate Co., Ltd."
842974_E01238.pdf,Jian Ping,the Remuneration Committee
842974_E01238.pdf,Hong,"the GroupChangshu Shibao Real Estate Development Co., Ltd."
842974_E01238.pdf,Hoi Wa Fan,CompanyThe
842974_E01238.pdf,Kang,Sincere Property Holding Group
842974_E01238.pdf,Powerlong Tower,Instruments
842974_E01238.pdf,JosephAudit Engagement DirectorPractising,KTC Partners
842974_E01238.pdf,Puyan Jiedao,ChinaARTELS+
842974_E01238.pdf,Leung,Limited
842974_E01238.pdf,Hoi Kin,AUDITOR
842974_E01238.pdf,Ngai,China Energy Engineering Corporation Limited
842974_E01238.pdf,Wai Fung,Limited
842974_E01238.pdf,Hoi Kin Hong,Hoi Kin Hong1/1Mr
842974_E01238.pdf,Powerlong Fumin,Powerlong Real Estate Development Co.
842974_E01238.pdf,Powerlong,"December 2023Powerlong Group Development Co., Ltd."
842974_E01238.pdf,Powerlong,"loss9,373117,889Total"
842974_E01238.pdf,Powerlong,THE CONSOLIDATED FINANCIAL STATEMENTS39
842974_E01238.pdf,Wa Fong,China Real Estate Chamber of Commerce
842974_E01238.pdf,Hoi Wa,China Overseas Friendship Association
842974_E01238.pdf,E.1.2,The Remuneration Committee
842974_E01238.pdf,"assets14,520,611Total assets214,805,819Segment",Limited
842974_E01238.pdf,Kang,"Hoin Real Estate Co., Ltd."
842974_E01238.pdf,Hong,the Group for the year ended 31 December
842974_E01238.pdf,Zhang,dateof incorporation
842974_E01238.pdf,Powerlong,"GroupSuzhou Macalline Real Estate Co., Ltd"
842974_E01238.pdf,Qun Feng,Company
842974_E01238.pdf,LimitedINDEPENDENT AUDITOR’S REPORTFor,AUDITOR
842974_E01238.pdf,GroupQuanzhou,"the GroupQuanzhou Shangquan Industrial Development Co., Ltd."
842974_E01238.pdf,HKFRS,State
842974_E01238.pdf,HKFRS,The New and Amended HKFRSs and
842974_E01238.pdf,HKFRS,Instruments
842974_E01238.pdf,Jun,Baoxin Real Estate Development Co.
842974_E01238.pdf,Hoi,Infinity Family Limited
842974_E01238.pdf,NoteJinhua JinyiPowerlong,NoteHangzhou
842974_E01238.pdf,Hoi,Xiamen Powerlong Group
842974_E01238.pdf,Hong,interestsTotal
842974_E01238.pdf,Shih Sze Ni Cecilia,Limited
842974_E01238.pdf,Mei Jian Ping,the Remuneration Committee
842974_E01238.pdf,Wong Lai Chan,Group
842974_E01238.pdf,Jun,Management
842974_E01238.pdf,Powerlong,JUDGEMENTS
842974_E01238.pdf,Jun,Real Estate Holdings Limited
842974_E01238.pdf,Mei Jian,the Remuneration Committee
842974_E01238.pdf,Wa Fong,SH
842974_E01238.pdf,HKAS 21Lack,HKFRS Accounting Standard
842974_E01238.pdf,Powerlong,Powerlong Real Estate Holdings Limited33MANAGEMENT
842974_E01238.pdf,December20242023NoteRMB’000RMB’000Cash,Limited
842974_E01238.pdf,Hoi Wa,Huihong Trust
842974_E01238.pdf,Hoi,the “Xiamen Powerlong Group
842974_E01238.pdf,Powerlong,CONSOLIDATED FINANCIAL STATEMENTS5 SEGMENT INFORMATIONThe
842974_E01238.pdf,Wenchuanggang Project,Holdings Limited
842974_E01238.pdf,Powerlong,the Group for the year ended 31 December
842974_E01238.pdf,Hong,Fung Bank LimitedThe Bank
842974_E01238.pdf,Hong,Shanghai University of Finance and Economics
842974_E01238.pdf,DIRECTORS,connectionTotalamount
842974_E01238.pdf,Powerlong,Limited
842974_E01238.pdf,GroupQuanzhou,"GroupSuzhou Macalline Real Estate Co., Ltd"
842974_E01238.pdf,Powerlong,CONTINUED)(a
842974_E01238.pdf,"properties(3,164,148)(1,723,987)Proceeds","borrowings235,5523,329,483Repayments"
842974_E01238.pdf,Sze Ni Cecilia,Limited
842974_E01238.pdf,Xiao,Powerlong Real Estate Holdings Limited
842974_E01238.pdf,Powerlong CM,the Main Board
842974_E01238.pdf,Powerlong,interestsTotal
842974_E01238.pdf,Powerlong,THE CONSOLIDATED FINANCIAL STATEMENTS23 BORROWINGS (CONTINUED)(d
842974_E01238.pdf,"properties(3,164,148)(1,723,987)Proceeds",SH
842974_E01238.pdf,Powerlong Fumin,Real Estate Holdings Limited
842974_E01238.pdf,Powerlong,Powerlong Kangjun Property Development Co.
842974_E01238.pdf,HANGZHOUZHEJIANG,Powerlong Real Estate Holdings
842974_E01238.pdf,SHEET31 December20242023NotesRMB’000RMB’000LIABILITIESNon-,Trade
842974_E01238.pdf,Hong,NamePlace
842974_E01238.pdf,Zhang Hong Feng,LimitedDirectors
842974_E01238.pdf,Hoi Wa FongPowerlong,Limited
842974_E01238.pdf,Powerlong,"year(1,012,885)Withdrawal"
842974_E01238.pdf,Wa Fong,Huihong Trust
842974_E01238.pdf,GAINS/(LOSSES,THE CONSOLIDATED FINANCIAL
842974_E01238.pdf,GroupQuanzhou,Limited
842974_E01238.pdf,Powerlong,the “Group
842974_E01238.pdf,CODM,THE CONSOLIDATED FINANCIAL
842974_E01238.pdf,GroupQuanzhou,CONTINUED)(a
842974_E01238.pdf,"Note)352,990As",CONTINUED)(a
842974_E01238.pdf,Jun,"Baoming Real Estate Development Co., Ltd."
842974_E01238.pdf,"Note)352,990As",Limited
842974_E01238.pdf,Hoi Kin,Limited
842974_E01238.pdf,Hoi Kin,CONTINUED)(a
842974_E01238.pdf,Hoi Wa Fong,SFO
842974_E01238.pdf,Wa Fong,Management
842974_E01238.pdf,ARTELS+ Xinxiang,Radisson Blu Shanghai Pudong Jinqiao (上海寶龍麗笙酒店)
842974_E01238.pdf,Powerlong Land,Hong Kong寶龍置地發展有限公司Powerlong Land Development
842974_E01238.pdf,Cap,"Capital Instruments22–578,942Non-controlling"
842974_E01238.pdf,PRC39,dateof incorporation
842974_E01238.pdf,Powerlong Yingju,Powerlong Real Estate Development Co.
842974_E01238.pdf,Wai Yan,Powerlong Real Estate Holdings Limited
842974_E01238.pdf,Leung,Holdings Limited
842974_E01238.pdf,Hoi Wa,Powerlong Real Estate Holdings
842974_E01238.pdf,"RMB1,431,6041,511,4901,431,6041,511,490",Limited
842974_E01238.pdf,Chen,Limited
842974_E01238.pdf,PROPERTIESCompletedinvestmentpropertiesInvestmentpropertiesunderconstructionTotalRMB’000RMB’000RMB’000Year,Limited
842974_E01238.pdf,Wai Fung,Holdings Limited
842974_E01238.pdf,Fujian Ping,the “Security Service Agreement
842974_E01238.pdf,LimitedINDEPENDENT AUDITOR’S REPORTFor,Limited
842974_E01238.pdf,SHEET31 December20242023202220212020RMB’000RMB’000RMB’000RMB’000RMB’000AssetsNon-current,Real Estate Holdings Limited
842974_E01238.pdf,Xiao,Group
842974_E01238.pdf,Hoi Wa,Powerlong Real Estate Holdings LimitedCONSOLIDATED STATEMENT OF COMPREHENSIVE INCOMEYear
842974_E01238.pdf,"assets14,520,611Total assets214,805,819Segment",Holdings Limited
842974_E01238.pdf,Hoi,Sky Infinity Holdings Limited
842974_E01238.pdf,Powerlong,Luqiao Project Land Lot No
842974_E01238.pdf,Ngai,State
842974_E01238.pdf,Powerlong Yingju Real Estate Co.,Powerlong Real Estate Development Co.
842974_E01238.pdf,Powerlong,Cayman) Ltd.
842974_E01238.pdf,Kang,Powerlong Industrial Development Co.
842974_E01238.pdf,HKCGI,the Chartered Institute of Arbitrators
842974_E01238.pdf,Powerlong,Jingyi Industrial Co.
842974_E01238.pdf,POWERLONG PLAZAXIAMEN,Limited
842974_E01238.pdf,Hoi Kin,the “Group
842974_E01238.pdf,"Youngor Baolong Real Estate Co., Ltd.","Real Estate Development Co., Ltd."
842974_E01238.pdf,Hoi Wa,"RMB34,837,000"
842974_E01238.pdf,Cap,Beijing Capital Grand Limited
842974_E01238.pdf,Shih Sze Ni Cecilia,Holdings Limited
842974_E01238.pdf,DIRECTORSSUBSTANTIAL,Skylong Holdings Limited
842974_E01238.pdf,Hoi,"Hoin Real Estate Co., Ltd."
842974_E01238.pdf,Powerlong,Powerlong Real Estate Holdings Limited45CORPORATE GOVERNANCE REPORTNomination Policy and Process for Nominating DirectorsThe Company
842974_E01238.pdf,Zu Yu,Company
842974_E01238.pdf,Powerlong,CHINAOVERVIEW
842974_E01238.pdf,December20242023NoteRMB’000RMB’000Cash,Holdings Limited
842974_E01238.pdf,Wa Fan,Real Estate Holdings Limited
842974_E01238.pdf,PRC39,Real Estate Development Co.
842974_E01238.pdf,Zhang,Powerlong Real Estate Holdings
842974_E01238.pdf,Powerlong Land,Province/municipalityProjectTypeTotal GFA Properties
842974_E01238.pdf,Powerlong,THE CONSOLIDATED FINANCIAL STATEMENTS28
842974_E01238.pdf,Xiao,the Audit Committee
842974_E01238.pdf,2023.As,Company
842974_E01238.pdf,Powerlong,Holdings Limited
842974_E01238.pdf,Hoi Kin Hong,Company
842974_E01238.pdf,Fujian Ping,the “Security Services
842974_E01238.pdf,Xin Fu Zhong Road,Radisson Exhibition Center
842974_E01238.pdf,Hoi Kin,Cayman) Ltd.
842974_E01238.pdf,Powerlong,assets(148)(608)Payments
842974_E01238.pdf,Sze Ni Cecilia,Holdings Limited
842974_E01238.pdf,POWERLONG,Hong Kong
842974_E01238.pdf,Ngai Wai Fung,Limited
842974_E01238.pdf,locationGFA,Holdings Limited
